Serial,Event,&quot;Governorate&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
7817,EPIDEMIC,Al Mahwit,2007/0/0,0,0,0
7816,EPIDEMIC,Al Mahwit,2007/0/0,0,0,0
7755,EPIDEMIC,Abyan,2007/0/0,0,0,0
7754,EPIDEMIC,Abyan,2007/0/0,0,0,0
7753,EPIDEMIC,Abyan,2007/0/0,0,0,0
7752,EPIDEMIC,Abyan,2007/0/0,0,0,0
7751,EPIDEMIC,Abyan,2007/0/0,0,0,0
7750,EPIDEMIC,Abyan,2007/0/0,0,0,0
7749,EPIDEMIC,Abyan,2007/0/0,0,0,0
7748,EPIDEMIC,Abyan,2007/0/0,0,0,0
7747,EPIDEMIC,Abyan,2007/0/0,0,0,0
7746,EPIDEMIC,Al Dhale'e,2007/0/0,0,0,0
2458,EARTHQUAKE,Al Hudaydah,28/10/2001,0,0,0
2457,EARTHQUAKE,Al Bayda,02/01/2001,0,0,0
2456,LIQUEFACTION,Hadramaut,12/04/2002,0,0,0
2455,LIQUEFACTION,Hadramaut,24/04/2002,0,0,0
2454,ACCIDENT,Hadramaut,07/10/2003,0,0,0
2452,EARTHQUAKE,Hajjah,01/01/2000,0,0,0
2451,EARTHQUAKE,Amran,01/01/2000,0,0,0
2450,EARTHQUAKE,Amran,01/01/2000,0,0,0
7625,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7624,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7623,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7622,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7621,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7620,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7619,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7618,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7617,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7616,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7615,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7614,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7613,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7612,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7611,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7610,EPIDEMIC,Hadramaut,2004/0/0,0,0,0
7561,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7560,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7559,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7558,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7557,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7556,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7555,EPIDEMIC,Hadramaut,2003/0/0,0,0,0
7554,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
7553,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
7552,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
7551,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
7550,EPIDEMIC,Hadramaut,2002/0/0,0,0,0
8346,EPIDEMIC,Ibb,2009/0/0,0,0,0
8345,EPIDEMIC,Ibb,2009/0/0,0,0,0
8344,EPIDEMIC,Ibb,2009/0/0,0,0,0
8343,EPIDEMIC,Amran,2009/0/0,0,0,0
8342,EPIDEMIC,Al Maharah,2009/0/0,0,0,0
6953,EPIDEMIC,Taizz,18/10/2009,0,0,0
6952,EPIDEMIC,Taizz,18/10/2009,0,0,0
6951,EPIDEMIC,Taizz,18/10/2009,0,0,0
6950,EPIDEMIC,Taizz,18/10/2009,0,0,0
6949,EPIDEMIC,Taizz,18/10/2009,0,0,0
6948,EPIDEMIC,Taizz,18/10/2009,0,0,0
6947,EPIDEMIC,Taizz,18/10/2009,0,0,0
6946,EPIDEMIC,Taizz,17/10/2009,0,0,0
6945,EPIDEMIC,Taizz,17/10/2009,0,0,0
7186,LIQUEFACTION,Shabwah,07/04/1987,0,0,0
7091,LANDSLIDE,Taizz,1998/3/0,0,0,0
7185,LIQUEFACTION,Shabwah,14/04/1987,0,0,0
7184,LIQUEFACTION,Hadramaut,14/12/2010,0,0,0
7183,LIQUEFACTION,Hadramaut,07/04/1987,0,0,0
7182,LIQUEFACTION,Hadramaut,07/04/1987,0,0,0
7181,LIQUEFACTION,Abyan,07/04/1987,0,0,0
7089,RAINS,Abyan,14/03/1987,0,0,0
7088,RAINS,Abyan,14/03/1987,0,0,0
7087,RAINS,Abyan,14/03/1987,0,0,0
7086,RAINS,Lahj,14/03/1987,0,0,0
7085,RAINS,Al Dhale'e,14/03/1987,0,0,0
7180,LIQUEFACTION,Abyan,07/04/1987,0,0,0
7084,RAINS,Lahj,14/03/1987,0,0,0
7087,LIQUEFACTION,Abyan,17/03/1987,0,0,0
7083,RAINS,Aden,14/03/1987,0,0,0
7177,LIQUEFACTION,Abyan,17/03/1987,0,0,0
7080,THUNDER STORM,Taizz,1987/9/0,0,0,0
2449,EARTHQUAKE,Amran,01/01/2000,0,0,0
2399,LIQUEFACTION,Abyan,30/06/1997,0,0,0
2398,LIQUEFACTION,Abyan,30/06/1997,0,0,0
2397,LIQUEFACTION,Abyan,30/06/1997,0,0,0
2396,LIQUEFACTION,Amran,05/04/2006,0,0,0
2395,LIQUEFACTION,Dhamar,05/04/2006,0,0,0
2394,LIQUEFACTION,Sana'a,05/04/2006,0,0,0
2393,STRUCTURAL COLLAPSE,Hajjah,05/04/2006,0,0,0
2392,LANDSLIDE,Dhamar,05/04/2006,0,0,0
2391,THUNDER STORM,Taizz,05/04/2006,0,0,0
8309,EPIDEMIC,Raymah,2009/0/0,0,0,0
8308,EPIDEMIC,Raymah,2009/0/0,0,0,0
8307,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8306,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8305,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8304,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8303,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8302,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8301,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8300,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8299,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8298,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8297,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8296,EPIDEMIC,Al Dhale'e,2009/0/0,0,0,0
8295,EPIDEMIC,Amran,2009/0/0,0,0,0
8294,EPIDEMIC,Amran,2009/0/0,0,0,0
8293,EPIDEMIC,Amran,2009/0/0,0,0,0
8292,EPIDEMIC,Amran,2009/0/0,0,0,0
8291,EPIDEMIC,Amran,2009/0/0,0,0,0
8290,EPIDEMIC,Amran,2009/0/0,0,0,0
7079,FLOOD,Taizz,18/07/2010,0,0,0
7076,THUNDER STORM,Taizz,18/05/1981,0,0,0
7176,LIQUEFACTION,Amran,13/12/2010,0,0,0
7075,RAINS,Taizz,28/04/1987,0,0,0
7175,LIQUEFACTION,Amran,10/08/2010,0,0,0
7074,LIQUEFACTION,Taizz,14/06/2003,0,0,0
7174,LANDSLIDE,Ibb,2008/0/0,0,0,0
7073,STRUCTURAL COLLAPSE,Taizz,29/08/1989,0,0,0
7173,LANDSLIDE,Lahj,2008/0/0,0,0,0
7072,THUNDER STORM,Taizz,24/05/2001,0,0,0
7172,LANDSLIDE,Ibb,2008/9/0,0,0,0
7071,RAINS,Aden,2004/0/0,0,0,0
7171,LANDSLIDE,Ibb,2008/10/0,0,0,0
7169,LANDSLIDE,Taizz,2007/0/0,0,0,0
7168,LANDSLIDE,Amran,2007/0/0,0,0,0
7070,LIQUEFACTION,Aden,2002/0/0,0,0,0
7167,LANDSLIDE,Raymah,2007/0/0,0,0,0
7069,LIQUEFACTION,Aden,2000/0/0,0,0,0
7166,LANDSLIDE,Hadramaut,2007/0/0,0,0,0
7068,LIQUEFACTION,Aden,1993/1/0,0,0,0
7067,RAINS,Aden,2010/0/0,0,0,0
7165,LANDSLIDE,Amran,2007/0/0,0,0,0
7164,LANDSLIDE,Al Mahwit,2007/0/0,0,0,0
7163,LANDSLIDE,Al Mahwit,2007/5/0,0,0,0
2390,THUNDER STORM,Raymah,05/04/2006,0,0,0
2448,EARTHQUAKE,Amran,01/01/2000,0,0,0
2447,EARTHQUAKE,Amran,01/01/2000,0,0,0
2446,LIQUEFACTION,Hadramaut,2000/1/0,0,0,0
2445,EPIDEMIC,Ibb,1999/0/0,0,0,0
2444,FLOOD,Marib,24/06/1996,0,18000,0
2443,EPIDEMIC,Taizz,08/06/1996,0,0,0
2442,LIQUEFACTION,Shabwah,08/08/1996,0,0,0
2441,EPIDEMIC,Shabwah,08/08/1996,0,0,0
2440,THUNDER STORM,Raymah,18/08/2007,0,0,0
2439,THUNDER STORM,Raymah,18/08/2007,0,0,0
2438,THUNDER STORM,Dhamar,11/08/2007,0,0,0
2437,LANDSLIDE,Al Maharah,25/06/2007,0,0,0
2436,THUNDER STORM,Al Mahwit,23/08/2007,0,0,0
2435,THUNDER STORM,Al Mahwit,26/03/2007,0,0,0
2434,THUNDER STORM,Hajjah,18/08/2007,0,0,0
2433,LIQUEFACTION,Taizz,12/10/2010,0,0,0
2432,FIRE,Al Hudaydah,31/10/2008,0,0,0
2431,THUNDER STORM,Amanat Al Asimah,2010/7/0,0,0,0
2430,EPIDEMIC,Taizz,24/06/1992,0,0,0
2429,EPIDEMIC,Hajjah,24/06/1992,0,0,0
2428,LIQUEFACTION,Ibb,21/06/1992,0,0,0
2427,EARTHQUAKE,Sa'adah,09/06/1992,0,0,0
2426,EPIDEMIC,Al Hudaydah,20/06/1992,0,0,0
2425,EPIDEMIC,Al Maharah,1990/0/0,0,0,0
2424,EPIDEMIC,Al Maharah,24/06/1990,0,0,0
2423,LIQUEFACTION,Hadramaut,1991/10/0,0,0,0
2422,LIQUEFACTION,Sa'adah,26/10/1991,0,0,0
2421,LIQUEFACTION,Sa'adah,26/10/1991,0,0,0
2420,LIQUEFACTION,Sa'adah,26/10/1991,0,0,0
8289,EPIDEMIC,Amran,2009/0/0,0,0,0
8288,EPIDEMIC,Amran,2009/0/0,0,0,0
8287,EPIDEMIC,Amran,2009/0/0,0,0,0
8286,EPIDEMIC,Amran,2009/0/0,0,0,0
8285,EPIDEMIC,Amran,2009/0/0,0,0,0
8284,EPIDEMIC,Amran,2009/0/0,0,0,0
8283,EPIDEMIC,Amran,2009/0/0,0,0,0
8282,EPIDEMIC,Amran,2009/0/0,0,0,0
8281,EPIDEMIC,Al Maharah,2009/0/0,0,0,0
8280,EPIDEMIC,Al Maharah,2009/0/0,0,0,0
7066,LIQUEFACTION,Aden,2008/0/0,0,0,0
7065,LIQUEFACTION,Aden,2010/0/0,0,0,0
7064,LIQUEFACTION,Aden,1993/1/0,0,0,0
6901,EPIDEMIC,Taizz,03/10/2009,0,0,0
6900,EPIDEMIC,Taizz,30/09/2009,0,0,0
6899,EPIDEMIC,Taizz,30/09/2009,0,0,0
6898,EPIDEMIC,Taizz,30/09/2009,0,0,0
6897,EPIDEMIC,Taizz,30/09/2009,0,0,0
6896,EPIDEMIC,Taizz,30/09/2009,0,0,0
6895,EPIDEMIC,Taizz,28/09/2009,0,0,0
6894,EPIDEMIC,Taizz,28/09/2009,0,0,0
6893,EPIDEMIC,Taizz,28/09/2009,0,0,0
6892,EPIDEMIC,Taizz,13/09/2009,0,0,0
6891,EPIDEMIC,Taizz,12/09/2009,0,0,0
6890,EPIDEMIC,Taizz,12/09/2009,0,0,0
6889,EPIDEMIC,Taizz,11/09/2009,0,0,0
6888,EPIDEMIC,Taizz,10/09/2009,0,0,0
6887,EPIDEMIC,Taizz,10/09/2009,0,0,0
6886,EPIDEMIC,Taizz,10/09/2009,0,0,0
6842,EPIDEMIC,Taizz,27/05/2010,0,0,0
6841,EPIDEMIC,Taizz,26/05/2010,0,0,0
6840,EPIDEMIC,Taizz,26/05/2010,0,0,0
6839,EPIDEMIC,Taizz,20/05/2010,0,0,0
6829,EPIDEMIC,Taizz,03/05/2010,0,0,0
6828,EPIDEMIC,Taizz,03/05/2010,0,0,0
6827,EPIDEMIC,Taizz,03/05/2010,0,0,0
6826,EPIDEMIC,Taizz,03/05/2010,0,0,0
6825,EPIDEMIC,Taizz,03/05/2010,0,0,0
6784,EPIDEMIC,Taizz,26/08/2009,0,0,0
6783,EPIDEMIC,Taizz,25/08/2009,0,0,0
6782,EPIDEMIC,Taizz,23/08/2009,0,0,0
6781,EPIDEMIC,Taizz,22/08/2009,0,0,0
6780,EPIDEMIC,Taizz,22/08/2009,0,0,0
6779,EPIDEMIC,Taizz,21/08/2009,0,0,0
6778,EPIDEMIC,Taizz,21/08/2009,0,0,0
6777,EPIDEMIC,Taizz,20/08/2009,0,0,0
6776,EPIDEMIC,Taizz,19/08/2009,0,0,0
6775,EPIDEMIC,Taizz,19/08/2009,0,0,0
6774,EPIDEMIC,Taizz,19/08/2009,0,0,0
6773,EPIDEMIC,Taizz,19/08/2009,0,0,0
6772,EPIDEMIC,Taizz,19/08/2009,0,0,0
6771,EPIDEMIC,Taizz,18/08/2009,0,0,0
6770,EPIDEMIC,Taizz,17/08/2009,0,0,0
6769,EPIDEMIC,Taizz,17/08/2009,0,0,0
6768,EPIDEMIC,Taizz,16/08/2009,0,0,0
6767,EPIDEMIC,Taizz,15/08/2009,0,0,0
6766,EPIDEMIC,Taizz,15/08/2009,0,0,0
6765,EPIDEMIC,Taizz,14/08/2009,0,0,0
6626,EPIDEMIC,Taizz,2003/7/0,0,0,0
6625,EPIDEMIC,Taizz,2003/6/0,0,0,0
6624,EPIDEMIC,Taizz,2003/5/0,0,0,0
6623,EPIDEMIC,Taizz,2003/4/0,0,0,0
6622,EPIDEMIC,Taizz,2003/3/0,0,0,0
6621,EPIDEMIC,Taizz,2003/2/0,0,0,0
6620,EPIDEMIC,Taizz,2003/1/0,0,0,0
6619,EPIDEMIC,Taizz,2003/0/0,0,0,0
6618,EPIDEMIC,Taizz,2003/0/0,0,0,0
6617,EPIDEMIC,Taizz,2003/0/0,0,0,0
6616,EPIDEMIC,Taizz,2003/0/0,0,0,0
6615,EPIDEMIC,Taizz,2003/0/0,0,0,0
6614,EPIDEMIC,Taizz,2003/0/0,0,0,0
6613,EPIDEMIC,Taizz,2003/0/0,0,0,0
6612,EPIDEMIC,Taizz,2003/0/0,0,0,0
2419,LIQUEFACTION,Sa'adah,26/10/1991,0,0,0
2418,EARTHQUAKE,Ibb,26/09/1991,0,0,0
2358,LANDSLIDE,Al Mahwit,08/05/2007,0,0,0
2357,STRUCTURAL COLLAPSE,Sana'a,01/01/2007,0,0,0
2356,LANDSLIDE,Al Mahwit,07/01/2007,0,0,0
2355,LANDSLIDE,Amran,05/08/2007,0,0,0
2354,STRUCTURAL COLLAPSE,Sa'adah,08/08/2010,0,0,0
2353,LANDSLIDE,Amran,20/07/2010,0,0,0
2352,LANDSLIDE,Dhamar,14/07/2010,0,0,0
2351,STRUCTURAL COLLAPSE,Taizz,23/05/2010,10,0,0
2417,EARTHQUAKE,Ibb,26/09/1991,0,0,0
2416,EARTHQUAKE,Ibb,26/09/1991,0,0,0
2415,LIQUEFACTION,Taizz,06/10/2010,0,0,0
2414,EARTHQUAKE,Hajjah,14/09/1997,0,0,0
2413,EARTHQUAKE,Hajjah,16/09/1997,0,0,0
2412,EARTHQUAKE,Al Bayda,16/09/1997,0,0,0
2411,EARTHQUAKE,Al Hudaydah,16/09/1997,0,0,0
2410,LIQUEFACTION,Taizz,08/10/1997,0,0,0
6611,EPIDEMIC,Taizz,2003/0/0,0,0,0
6610,EPIDEMIC,Taizz,2003/0/0,0,0,0
6609,EPIDEMIC,Taizz,2003/0/0,0,0,0
6608,EPIDEMIC,Taizz,2003/0/0,0,0,0
6607,EPIDEMIC,Taizz,2003/0/0,0,0,0
6599,EPIDEMIC,Taizz,2003/0/0,0,0,0
6598,EPIDEMIC,Taizz,2003/0/0,0,0,0
6597,EPIDEMIC,Taizz,2003/0/0,0,0,0
6482,EPIDEMIC,Taizz,2002/3/0,0,0,0
6481,EPIDEMIC,Taizz,2002/2/0,0,0,0
6480,EPIDEMIC,Taizz,2002/1/0,0,0,0
6479,EPIDEMIC,Taizz,2002/9/0,0,0,0
6478,EPIDEMIC,Taizz,2002/6/0,0,0,0
6477,EPIDEMIC,Taizz,2002/5/0,0,0,0
6476,EPIDEMIC,Taizz,2002/12/0,0,0,0
6475,EPIDEMIC,Taizz,2002/11/0,0,0,0
6427,EPIDEMIC,Taizz,2002/0/0,0,0,0
6426,EPIDEMIC,Taizz,2002/0/0,0,0,0
6425,EPIDEMIC,Taizz,2002/0/0,0,0,0
6424,EPIDEMIC,Taizz,2002/0/0,0,0,0
6423,EPIDEMIC,Taizz,2002/0/0,0,0,0
6422,EPIDEMIC,Taizz,2002/0/0,0,0,0
6421,EPIDEMIC,Taizz,2002/0/0,0,0,0
6383,EPIDEMIC,Taizz,2002/0/0,0,0,0
6382,EPIDEMIC,Taizz,2002/0/0,0,0,0
6381,EPIDEMIC,Taizz,2002/0/0,0,0,0
6380,EPIDEMIC,Taizz,2002/0/0,0,0,0
6379,EPIDEMIC,Taizz,2002/0/0,0,0,0
6378,EPIDEMIC,Taizz,2002/0/0,0,0,0
6377,EPIDEMIC,Taizz,2002/0/0,0,0,0
6333,EPIDEMIC,Taizz,2001/6/0,0,0,0
6332,EPIDEMIC,Taizz,2001/5/0,0,0,0
6331,EPIDEMIC,Taizz,2001/4/0,0,0,0
6330,EPIDEMIC,Taizz,2001/3/0,0,0,0
6329,EPIDEMIC,Taizz,2001/2/0,0,0,0
6328,EPIDEMIC,Taizz,2001/1/0,0,0,0
6327,EPIDEMIC,Taizz,2001/12/0,0,0,0
6282,EPIDEMIC,Taizz,2001/0/0,0,0,0
6281,EPIDEMIC,Taizz,2001/0/0,0,0,0
6280,ACCIDENT,Taizz,2001/0/0,0,0,0
6279,ACCIDENT,Taizz,2001/0/0,0,0,0
6278,EPIDEMIC,Taizz,2001/0/0,0,0,0
6277,EPIDEMIC,Taizz,2001/0/0,0,0,0
6276,EPIDEMIC,Taizz,2001/0/0,0,0,0
6178,EPIDEMIC,Taizz,2000/10/0,0,0,0
6177,EPIDEMIC,Taizz,2000/9/0,0,0,0
6176,EPIDEMIC,Taizz,2000/8/0,0,0,0
6175,EPIDEMIC,Taizz,2000/7/0,0,0,0
6174,EPIDEMIC,Taizz,2000/6/0,0,0,0
6173,EPIDEMIC,Taizz,2000/5/0,0,0,0
6172,EPIDEMIC,Taizz,2000/4/0,0,0,0
2409,LANDSLIDE,Amran,08/10/1997,0,0,0
2407,LIQUEFACTION,Abyan,22/10/1997,0,0,0
2406,LIQUEFACTION,Abyan,22/10/1997,0,0,0
2405,LIQUEFACTION,Abyan,25/10/1997,0,0,0
2404,LIQUEFACTION,Abyan,25/10/1997,0,0,0
2403,LIQUEFACTION,Abyan,30/10/1997,0,0,0
2402,LIQUEFACTION,Abyan,30/10/1997,0,0,0
2401,LIQUEFACTION,Abyan,30/10/1997,0,0,0
2400,LIQUEFACTION,Abyan,30/06/1997,0,0,0
8269,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8268,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8267,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8266,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8265,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8264,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8263,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8262,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8261,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8260,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
2389,LIQUEFACTION,Al Hudaydah,05/04/2006,0,0,0
2388,LIQUEFACTION,Taizz,17/03/1997,0,0,0
2387,STRONG WIND,Al Hudaydah,18/03/1997,0,0,0
2386,STRONG WIND,Aden,09/07/1999,0,0,0
2385,RAINS,Hadramaut,07/10/1999,0,0,0
2384,LIQUEFACTION,Hadramaut,17/10/1999,0,0,0
2383,BIOLOGICAL,Abyan,10/11/2000,0,0,0
2382,BIOLOGICAL,Al Bayda,10/11/2000,0,0,0
2381,LIQUEFACTION,Taizz,02/09/2000,0,0,0
2380,LIQUEFACTION,Abyan,09/09/2000,0,0,0
2378,BIOLOGICAL,Al Bayda,22/09/2000,0,0,0
2377,EPIDEMIC,Al Hudaydah,22/09/2000,0,0,0
2376,LIQUEFACTION,Taizz,29/09/2000,0,0,0
2375,EARTHQUAKE,Hajjah,15/06/2000,0,0,0
2373,LANDSLIDE,Taizz,28/03/2000,0,0,0
2372,LIQUEFACTION,Abyan,10/08/1999,0,0,0
2371,THUNDER STORM,Taizz,15/05/2006,0,0,0
2370,FIRE,Taizz,14/05/2006,3,6,0
2369,LIQUEFACTION,Raymah,14/05/2006,0,0,0
2368,THUNDER STORM,Raymah,14/05/2006,0,0,0
2367,LANDSLIDE,Al Mahwit,24/10/2008,0,0,0
2366,LANDSLIDE,Al Mahwit,24/10/2008,0,0,0
2365,LANDSLIDE,Al Mahwit,24/10/2008,0,0,0
2364,LANDSLIDE,Al Mahwit,07/08/2009,0,0,0
2363,LANDSLIDE,Amran,13/01/2006,1,0,0
8259,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8258,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8257,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8256,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8255,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
8254,EPIDEMIC,Marib,2009/0/0,0,0,0
8253,EPIDEMIC,Marib,2009/0/0,0,0,0
8252,EPIDEMIC,Marib,2009/0/0,0,0,0
8251,EPIDEMIC,Marib,2009/0/0,0,0,0
8250,EPIDEMIC,Marib,2009/0/0,0,0,0
8249,EPIDEMIC,Marib,2009/0/0,0,0,0
8248,EPIDEMIC,Marib,2009/0/0,0,0,0
8247,EPIDEMIC,Marib,2009/0/0,0,0,0
8246,EPIDEMIC,Marib,2009/0/0,0,0,0
8245,EPIDEMIC,Marib,2009/0/0,0,0,0
8244,EPIDEMIC,Marib,2009/0/0,0,0,0
8243,EPIDEMIC,Marib,2009/0/0,0,0,0
8242,EPIDEMIC,Sana'a,2009/0/0,0,0,0
8241,EPIDEMIC,Sana'a,2009/0/0,0,0,0
8240,EPIDEMIC,Sana'a,2009/0/0,0,0,0
6171,EPIDEMIC,Taizz,2000/3/0,0,0,0
6170,EPIDEMIC,Taizz,2000/2/0,0,0,0
6169,EPIDEMIC,Taizz,2000/1/0,0,0,0
6168,EPIDEMIC,Taizz,2000/0/0,0,0,0
6167,EPIDEMIC,Taizz,2000/0/0,0,0,0
6166,EPIDEMIC,Taizz,2000/0/0,0,0,0
6165,EPIDEMIC,Taizz,2000/0/0,0,0,0
6133,EPIDEMIC,Taizz,2000/0/0,0,0,0
6132,EPIDEMIC,Taizz,2000/0/0,0,0,0
6131,EPIDEMIC,Taizz,2000/0/0,0,0,0
6130,EPIDEMIC,Marib,1996/0/0,0,0,0
6129,EPIDEMIC,Marib,1996/0/0,0,0,0
6128,EPIDEMIC,Marib,1996/0/0,0,0,0
6127,EPIDEMIC,Marib,1996/0/0,0,0,0
6126,EPIDEMIC,Marib,1996/0/0,0,0,0
6125,EPIDEMIC,Marib,1996/0/0,0,0,0
6064,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6063,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6062,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6061,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6060,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6059,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6058,EPIDEMIC,Shabwah,1996/0/0,0,0,0
6057,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6056,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6055,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6054,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6053,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6052,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6051,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6050,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6049,EPIDEMIC,Dhamar,1996/0/0,0,0,0
6048,EPIDEMIC,Abyan,1996/0/0,0,0,0
6047,EPIDEMIC,Abyan,1996/0/0,0,0,0
6046,EPIDEMIC,Ibb,1996/0/0,0,0,0
6045,EPIDEMIC,Ibb,1996/0/0,0,0,0
5941,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5940,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5939,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5938,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5937,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5935,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5934,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5933,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5931,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5930,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5929,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5928,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5927,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5926,EPIDEMIC,Al Mahwit,2009/0/0,0,0,0
5832,EPIDEMIC,Taizz,2009/0/0,0,0,0
5831,EPIDEMIC,Taizz,2009/0/0,0,0,0
5829,EPIDEMIC,Taizz,2009/0/0,0,0,0
5828,EPIDEMIC,Taizz,2009/0/0,0,0,0
5827,EPIDEMIC,Taizz,2009/0/0,0,0,0
5826,EPIDEMIC,Taizz,2009/0/0,0,0,0
5825,EPIDEMIC,Taizz,2009/0/0,0,0,0
5824,EPIDEMIC,Taizz,2009/0/0,0,0,0
2362,LANDSLIDE,Sana'a,02/01/2007,0,0,0
2361,LANDSLIDE,Al Mahwit,2006/4/0,0,0,0
2360,LANDSLIDE,Amran,25/01/2007,0,0,0
2359,LANDSLIDE,Al Mahwit,26/05/2007,0,0,0
2332,LIQUEFACTION,Sana'a,07/08/2009,0,0,0
2331,FLOOD,Abyan,11/10/2009,0,0,0
2330,LIQUEFACTION,Sana'a,07/08/2009,0,0,0
2329,LIQUEFACTION,Sana'a,07/08/2009,0,0,0
2328,LIQUEFACTION,Al Bayda,01/06/2008,0,0,0
2317,FLOOD,Lahj,26/10/2008,0,0,0
2316,FLOOD,Sa'adah,26/10/2008,0,0,0
2315,LIQUEFACTION,Shabwah,25/10/2008,0,0,0
2314,LIQUEFACTION,Amanat Al Asimah,31/10/2008,0,44,0
2313,LIQUEFACTION,Amran,31/10/2008,0,0,0
2312,LIQUEFACTION,Sana'a,31/10/2008,0,0,0
2311,LIQUEFACTION,Amran,31/10/2008,0,0,0
2310,LIQUEFACTION,Al Hudaydah,31/10/2008,0,0,0
2309,LIQUEFACTION,Al Hudaydah,30/10/2008,0,0,0
2308,LIQUEFACTION,Taizz,31/10/2008,0,0,0
5662,EPIDEMIC,Taizz,2009/0/0,0,0,0
5660,EPIDEMIC,Taizz,2009/0/0,0,0,0
5659,EPIDEMIC,Taizz,2009/0/0,0,0,0
5658,EPIDEMIC,Taizz,2009/0/0,0,0,0
5657,EPIDEMIC,Taizz,2009/0/0,0,0,0
